chapter,character,line_number,text_preview,voice_file
"chapter_4","Prof. Hawthorne",362,"It's a graveyard.",""
"chapter_4","Prof. Hawthorne",366,"Tin mining. Three thousand years of it. Bronze Age to the tw",""
"chapter_4","Narrator",368,"He looks at the ruins the way he looks at essays — seeing wh",""
"chapter_4","Prof. Hawthorne",370,"Psychology without history is decoration, Miss James. If you",""
"chapter_4","Narrator",382,"Saturday. Simmons drives a small Fiat covered in bumper stic",""
"chapter_4","Narrator",386,"The Eden Project. Two enormous biome domes sitting in a form",""
"chapter_4","Narrator",388,"Inside: the tropics. Humid, warm, green beyond what the Engl",""
"chapter_4","Dr. Simmons",390,"Breathe it in.",""
"chapter_4","Narrator",392,"They walk through the rainforest biome. Giant leaves. Drippi",""
"chapter_4","Dr. Simmons",394,"You know what this place used to be? A clay pit. A scar in t",""
"chapter_4","Dr. Simmons",398,"And now look at it.",""
"chapter_4","Amelia",400,"It's incredible.",""
"chapter_4","Dr. Simmons",402,"Restoration isn't going back to what was. It's growing somet",""
"chapter_4","Narrator",414,"Saturday. Maya borrows a friend's car and drives like she li",""
"chapter_4","Maya",416,"Okay, so, Tintagel. Supposedly where Arthur was conceived. E",""
"chapter_4","Amelia",418,"You're making this up.",""
"chapter_4","Maya",420,"I am NOT making this up. Joseph Campbell wrote about this. T",""
"chapter_4","Amelia",422,"I'm not a mythic hero.",""
"chapter_4","Maya",424,"That's exactly what the mythic hero says in Act One.",""
"chapter_4","Narrator",426,"Tintagel is dramatic. Wind-blasted cliffs, spray from the se",""
"chapter_4","Narrator",428,"They cross the footbridge over the chasm. Below: the cave. M",""
"chapter_4","Maya",430,"You're standing where people have stood for five thousand ye",""
"chapter_4","Amelia",432,"What questions?",""
"chapter_4","Maya",434,"Who am I? Why am I here? What comes next?",""
"chapter_4","Narrator",448,"Past Truro. Past Penzance. Down a narrow lane. She parks.",""
"chapter_4","Elena",450,"Walk.",""
"chapter_4","Narrator",452,"They walk through woods. Muddy, narrow, the kind of path tha",""
"chapter_4","Narrator",454,"They arrive at the Madron Holy Well.",""
"chapter_4","Narrator",456,"Amelia's breath catches.",""
"chapter_4","Narrator",458,"A ruined stone baptistry, roofless, in a clearing in the woo",""
"chapter_4","Narrator",460,"The silence is total. Not empty — full. Full of something Am",""
"chapter_4","Elena",462,"People have been coming here for a thousand years. They tie ",""
"chapter_4","Amelia",464,"Does it work?",""
"chapter_4","Elena",466,"Define work.",""
"chapter_4","Narrator",468,"She kneels by the water. Touches it.",""
"chapter_4","Elena",470,"The water doesn't cure you. But the act of coming here — of ",""
"chapter_4","Narrator",472,"She looks up.",""
"chapter_4","Elena",474,"Same principle as therapy. Different technology.",""
"chapter_4","Narrator",484,"The land speaks. Something in Amelia responds.",""
"chapter_4","Narrator",499,"The wind pulls at her coat. The granite is grey and ancient.",""
"chapter_4","Narrator",501,"This is real. This isn't a textbook. These aren't statistics",""
"chapter_4","Narrator",503,"She doesn't say anything. Sometimes the best response to a p",""
"chapter_4","Prof. Hawthorne",505,"You felt that.",""
"chapter_4","Amelia",507,"Yeah.",""
"chapter_4","Prof. Hawthorne",509,"Good. Hold onto it. That's where the real work begins — not ",""
"chapter_4","Narrator",512,"The warmth of the biome. The impossible green of things grow",""
"chapter_4","Narrator",514,"She's right. This isn't restoration. This is... creation. So",""
"chapter_4","Narrator",516,"Amelia reaches out and touches a leaf — huge, waxy, tropical",""
"chapter_4","Amelia",518,"This is extraordinary.",""
"chapter_4","Dr. Simmons",520,"Isn't it? And it didn't happen by accident. Someone had to d",""
"chapter_4","Narrator",523,"The wind on the cliff. The sea below. The ruins against the ",""
"chapter_4","Narrator",525,"Maya's right. This is old. This is so much older than anythi",""
"chapter_4","Narrator",529,"For a moment, she is just a person standing on ancient groun",""
"chapter_4","Narrator",532,"The clooties flutter in the breeze. The water runs. The wood",""
"chapter_4","Narrator",534,"I've never been anywhere that felt like this. Not in a build",""
"chapter_4","Elena",538,"Teg.",""
"chapter_4","Amelia",540,"What?",""
"chapter_4","Elena",542,"Beautiful. The Cornish word. Teg.",""
"chapter_4","Amelia",549,"Three thousand years? How do we know?",""
"chapter_4","Prof. Hawthorne",551,"Carbon dating. Archaeological surveys. The written record be",""
"chapter_4","Narrator",553,"They talk for an hour. About mining, about exploitation, abo",""
"chapter_4","Amelia",556,"How long did the restoration take?",""
"chapter_4","Dr. Simmons",558,"The clay pit was abandoned in the '90s. The Eden Project ope",""
"chapter_4","Amelia",560,"Ten years.",""
"chapter_4","Dr. Simmons",562,"Healing isn't fast, Amelia. Anyone who tells you otherwise i",""
"chapter_4","Amelia",565,"When you say Arthur is a pattern — what kind of pattern?",""
"chapter_4","Maya",567,"The hero who withdraws to a sacred place, undergoes a trial,",""
"chapter_4","Amelia",569,"And you think university is... a Grail Quest?",""
"chapter_4","Maya",571,"I think everything is, for the person living it.",""
"chapter_4","Amelia",574,"How old is this place?",""
"chapter_4","Elena",576,"The well has been here since at least the medieval period. B",""
"chapter_4","Amelia",578,"And the clooties?",""
"chapter_4","Elena",580,"A practice so old nobody remembers when it started. Which is",""
"chapter_4","Narrator",586,"It's cold. My feet are wet. I don't know what I'm supposed t",""
"chapter_4","Narrator",588,"She looks at the ruins and feels... nothing. Or something, b",""
"chapter_4","Prof. Hawthorne",590,"Not everyone takes to the moor immediately. That's fine. It'",""
"chapter_4","Narrator",593,"It's beautiful, I suppose. But I've got an essay due and I s",""
"chapter_4","Dr. Simmons",595,"You're somewhere else, aren't you?",""
"chapter_4","Amelia",597,"Sorry. I just—",""
"chapter_4","Dr. Simmons",599,"It's okay. Being present is a skill. Skills take practice.",""
"chapter_4","Narrator",602,"I feel stupid standing on a cliff pretending to have revelat",""
"chapter_4","Maya",604,"You're resisting.",""
"chapter_4","Amelia",606,"I'm cold.",""
"chapter_4","Maya",608,"Same thing, sometimes.",""
"chapter_4","Narrator",611,"This is — objectively — a wet wood with rags in the trees an",""
"chapter_4","Elena",613,"You're not ready yet. That's fine.",""
"chapter_4","Amelia",615,"Ready for what?",""
"chapter_4","Elena",617,"To hear what the water says.",""
"chapter_4","Narrator",619,"I genuinely cannot tell if she's profound or mental.",""
"chapter_4","Narrator",635,"Two weeks later. Hawthorne's office. He's standing at the wi",""
"chapter_4","Prof. Hawthorne",637,"I've been given a student case file to review. Part of the w",""
"chapter_4","Narrator",639,"He places a folder on the desk.",""
"chapter_4","Prof. Hawthorne",641,"I'd like your analysis. Clinical only — behavioural patterns",""
"chapter_4","Narrator",643,"Amelia opens the folder. Reads.",""
"chapter_4","Narrator",647,"A tattoo of a wren on her inner wrist.",""
"chapter_4","Narrator",651,"This is Sarah.",""
"chapter_4","Narrator",653,"She looks at Hawthorne. He's watching her. He knows she know",""
"chapter_4","Narrator",656,"The file is in her hands. The answer matters.",""
"chapter_4","Amelia",663,"The profile is consistent with major depressive disorder, mo",""
"chapter_4","Narrator",665,"She says it calmly. Professionally.",""
"chapter_4","Narrator",667,"Hawthorne watches her face.",""
"chapter_4","Prof. Hawthorne",669,"And?",""
"chapter_4","Amelia",671,"And the fact that previous contact with counselling was in s",""
"chapter_4","Prof. Hawthorne",673,"Good. Anything else?",""
"chapter_4","Amelia",675,"No.",""
"chapter_4","Narrator",677,"She closes the file. Hands it back.",""
"chapter_4","Prof. Hawthorne",679,"Professional integrity is not always the same as personal in",""
"chapter_4","Amelia",686,"I know who this is.",""
"chapter_4","Narrator",688,"Hawthorne doesn't flinch.",""
"chapter_4","Prof. Hawthorne",690,"Do you.",""
"chapter_4","Amelia",692,"The wren tattoo. The rural background. It's... someone I kno",""
"chapter_4","Narrator",694,"She puts the file down.",""
"chapter_4","Amelia",696,"I'm not sure it's appropriate for me to analyse her. Because",""
"chapter_4","Narrator",698,"A long silence.",""
"chapter_4","Prof. Hawthorne",700,"That. Was the right answer.",""
"chapter_4","Narrator",702,"He takes the file back.",""
"chapter_4","Prof. Hawthorne",704,"I wanted to know if you could see the person behind the data",""
"chapter_4","Narrator",711,"She reads the file. Memorises the risk factors. Closes it.",""
"chapter_4","Amelia",713,"Thank you for showing me this.",""
"chapter_4","Prof. Hawthorne",715,"And?",""
"chapter_4","Amelia",717,"And I think I should go. If that's okay.",""
"chapter_4","Narrator",719,"She's already standing. Already thinking about Room 22, seco",""
"chapter_4","Prof. Hawthorne",721,"Miss James.",""
"chapter_4","Narrator",723,"She turns.",""
"chapter_4","Prof. Hawthorne",725,"What you're about to do is human, not clinical. Remember the",""
"chapter_4","Narrator",736,"They're walking through the psych building after a session. ",""
"chapter_4","Narrator",740,"There's a student sitting on the floor outside a seminar roo",""
"chapter_4","Narrator",742,"Simmons doesn't move. She stands very still and watches Amel",""
"chapter_4","Narrator",745,"A person is in pain. Right there, in the corridor.",""
"chapter_4","Narrator",752,"Amelia doesn't think. She goes.",""
"chapter_4","Narrator",754,"She crouches beside the student. Doesn't touch them. Just cr",""
"chapter_4","Amelia",756,"Hey. Are you okay?",""
"chapter_4","Narrator",758,"The student looks up. Red eyes, shaking hands.",""
"chapter_4","Narrator",760,"Amelia stays. She doesn't try to fix it. She just stays.",""
"chapter_4","Narrator",764,"Later, walking back:",""
"chapter_4","Dr. Simmons",766,"You went first. Without thinking.",""
"chapter_4","Amelia",768,"Was that the right thing to do?",""
"chapter_4","Dr. Simmons",770,"It was a right thing. Compassion doesn't need a plan. It nee",""
"chapter_4","Amelia",776,"I'll find someone — a lecturer, or the department—",""
"chapter_4","Dr. Simmons",778,"Wait.",""
"chapter_4","Narrator",780,"She puts a hand on Amelia's arm.",""
"chapter_4","Dr. Simmons",782,"Why not go yourself?",""
"chapter_4","Amelia",784,"Because I'm not... I'm not qualified. I don't know what to s",""
"chapter_4","Dr. Simmons",786,"Neither did I, the first time. The qualification isn't the d",""
"chapter_4","Narrator",788,"She pauses.",""
"chapter_4","Dr. Simmons",790,"But the instinct to get help? That's good too. Don't dismiss",""
"chapter_4","Narrator",795,"Amelia doesn't move.",""
"chapter_4","Narrator",797,"She sees the student. She wants to help. She doesn't know ho",""
"chapter_4","Narrator",799,"Her feet don't go anywhere.",""
"chapter_4","Narrator",801,"Simmons, after a long moment, goes to the student herself. W",""
"chapter_4","Narrator",803,"Afterwards:",""
"chapter_4","Dr. Simmons",805,"You froze.",""
"chapter_4","Amelia",807,"I'm sorry.",""
"chapter_4","Dr. Simmons",809,"Don't be sorry. Freezing is honest. It means you cared enoug",""
"chapter_4","Narrator",811,"She squeezes Amelia's hand.",""
"chapter_4","Dr. Simmons",813,"Next time, remember this: you don't have to be perfect. You ",""
"chapter_4","Narrator",824,"The second Cornwall trip. Just Amelia and Maya. The road to ",""
"chapter_4","Maya",828,"I want you to sit here for an hour.",""
"chapter_4","Amelia",830,"...Here.",""
"chapter_4","Maya",832,"Here. By the stones. No phone. No book. No talking. Just you",""
"chapter_4","Amelia",834,"What's going to show up?",""
"chapter_4","Maya",836,"That's the question.",""
"chapter_4","Narrator",838,"She smiles.",""
"chapter_4","Maya",840,"One hour. I'll be over there.",""
"chapter_4","Narrator",842,"She gestures to a rock fifty metres away and walks towards i",""
"chapter_4","Narrator",852,"She sits.",""
"chapter_4","Narrator",854,"Five minutes. Nothing happens. The wind. The heather. A lark",""
"chapter_4","Narrator",856,"Ten minutes. Her mind yells at her. The essay. Tasha. The st",""
"chapter_4","Narrator",858,"Fifteen minutes. The yelling starts to thin.",""
"chapter_4","Narrator",860,"Twenty minutes. Something else. The stones cast no shadow — ",""
"chapter_4","Narrator",862,"Thirty minutes. She notices the lichen on the uprights — ora",""
"chapter_4","Narrator",864,"Forty minutes. A thought arrives: I am not the first person ",""
"chapter_4","Narrator",866,"Fifty minutes. She cries, briefly. She doesn't know why. It ",""
"chapter_4","Narrator",868,"One hour. Maya returns.",""
"chapter_4","Maya",870,"What did you see?",""
"chapter_4","Amelia",872,"I saw... patience. The stones are patient. They've been here",""
"chapter_4","Narrator",874,"Maya's face does something Amelia hasn't seen before. It sof",""
"chapter_4","Maya",876,"That's the most beautiful thing.",""
"chapter_4","Narrator",882,"She tries. She really tries.",""
"chapter_4","Narrator",884,"For the first twenty minutes, she's present. The wind. The s",""
"chapter_4","Narrator",886,"At minute twenty-five, her mind wins. Essay. Statistics. Tas",""
"chapter_4","Narrator",888,"She stands up. Walks to Maya.",""
"chapter_4","Amelia",890,"I'm sorry. I tried.",""
"chapter_4","Maya",892,"How long?",""
"chapter_4","Amelia",894,"Maybe half an hour.",""
"chapter_4","Maya",896,"That's good.",""
"chapter_4","Amelia",898,"It doesn't feel good.",""
"chapter_4","Maya",900,"Discomfort is information. It tells you where the edge is. N",""
"chapter_4","Narrator",906,"Ten minutes.",""
"chapter_4","Narrator",908,"The wind. The cold. The absurdity of sitting in a field star",""
"chapter_4","Narrator",910,"She stands up. Walks back.",""
"chapter_4","Amelia",912,"Maya, I'm sorry. This isn't—",""
"chapter_4","Maya",914,"It's okay.",""
"chapter_4","Narrator",916,"But something in Maya's face closes. Just slightly.",""
"chapter_4","Maya",918,"Not everyone is ready for this. And that's — genuinely — oka",""
"chapter_4","Narrator",920,"It doesn't feel okay. It feels like she's disappointed someo",""
"chapter_4","Narrator",931,"The Merry Maidens. A stone circle near Penzance. Nineteen st",""
"chapter_4","Narrator",933,"Elena brings her at dusk. The sky is doing extraordinary thi",""
"chapter_4","Elena",937,"Sit.",""
"chapter_4","Narrator",939,"They sit on the grass inside the circle.",""
"chapter_4","Elena",941,"I'm going to tell you a story. A droll — that's what we call",""
"chapter_4","Narrator",943,"She takes a breath. And something about her changes — her vo",""
"chapter_4","Elena",945,"There was a girl who lived at the edge of the world. She'd g",""
"chapter_4","Elena",947,"In the city she found teachers — a clever one, a kind one, a",""
"chapter_4","Elena",949,"She tried to save the drowning girl. She tried so hard she f",""
"chapter_4","Elena",951,"A year passed. She learned what the teachers taught. But the",""
"chapter_4","Elena",953,"So she walked back to the edge. And standing at the boundary",""
"chapter_4","Narrator",955,"Silence. The stones stand. The wind moves through the grass.",""
"chapter_4","Elena",957,"Now. What did the story tell you that I didn't?",""
"chapter_4","Narrator",960,"The droll settles in the twilight air. Elena waits.",""
"chapter_4","Amelia",967,"The girl is me.",""
"chapter_4","Narrator",969,"Elena says nothing.",""
"chapter_4","Amelia",971,"The house by the sea is London — well, it's Bromley, but — t",""
"chapter_4","Amelia",975,"The drowning girl is Sarah.",""
"chapter_4","Narrator",977,"Her voice shakes slightly.",""
"chapter_4","Amelia",979,"And the answer — the going-out and coming-back — that's the ",""
"chapter_4","Elena",981,"Lowen.",""
"chapter_4","Amelia",983,"What?",""
"chapter_4","Elena",985,"Happy. That's the Cornish word. I'm happy.",""
"chapter_4","Amelia",993,"It's a hero's journey. Campbell's monomyth — departure, init",""
"chapter_4","Elena",995,"I didn't ask for analysis. I asked what it told you.",""
"chapter_4","Narrator",997,"Amelia pauses.",""
"chapter_4","Amelia",999,"I'm not sure.",""
"chapter_4","Elena",1001,"That's closer to the truth.",""
"chapter_4","Narrator",1003,"She stands. Brushes the grass from her coat.",""
"chapter_4","Elena",1005,"Knowing the structure isn't the same as knowing the story. Y",""
"chapter_4","Amelia",1011,"I don't understand.",""
"chapter_4","Narrator",1013,"Elena looks at her. Not disappointed. Something else.",""
"chapter_4","Elena",1015,"Good.",""
"chapter_4","Amelia",1017,"How is not understanding good?",""
"chapter_4","Elena",1019,"Because confusion is the beginning. Certainty is where peopl",""
"chapter_4","Narrator",1021,"She stands.",""
"chapter_4","Elena",1023,"The story will keep working on you. Drolls do that — they do",""
"chapter_4","Narrator",1033,"Sunday evening. Back on campus. The Cornwall trip is over bu",""
"chapter_4","Narrator",1035,"She picks up her phone.",""
"chapter_4","Narrator",1038,"Who does she reach out to?",""
"chapter_4","Narrator",1045,"hey. haven't seen you in lectures. you okay? x",""
"chapter_4","Narrator",1047,"She stares at the phone. A minute passes. Two.",""
"chapter_4","Narrator",1049,"Read receipts on. No reply.",""
"chapter_4","Narrator",1051,"Five minutes.",""
"chapter_4","Narrator",1053,"Then:",""
"chapter_4","Narrator",1055,"sarah: yeah sorry just been a bit tired. thanks for checking",""
"chapter_4","Narrator",1057,"'A bit tired.' That's what people say when they don't want y",""
"chapter_4","Narrator",1059,"She types:",""
"chapter_4","Narrator",1061,"no worries. kitchen tomorrow? raj is making something. you d",""
"chapter_4","Narrator",1063,"A long pause.",""
"chapter_4","Narrator",1065,"sarah: maybe. i'll try x",""
"chapter_4","Narrator",1067,"'I'll try.' That's more honest than 'yes.' At least it's hon",""
"chapter_4","Narrator",1074,"She calls Ella.",""
"chapter_4","Ella",1076,"Hellooooo!",""
"chapter_4","Amelia",1078,"I went to Cornwall.",""
"chapter_4","Ella",1080,"You went to CORNWALL? Without me? Rude. How was it?",""
"chapter_4","Amelia",1083,"I met a woman who wrote a note in a book I bought in Bromley",""
"chapter_4","Ella",1085,"...Amelia.",""
"chapter_4","Amelia",1087,"I know how it sounds.",""
"chapter_4","Ella",1089,"It sounds like you've joined a cult.",""
"chapter_4","Amelia",1091,"It's not a cult!",""
"chapter_4","Ella",1093,"That's EXACTLY what people in cults say!",""
"chapter_4","Amelia",1096,"My mentor took me. It was — I can't really explain it. The l",""
"chapter_4","Ella",1098,"That's either deep or you hit your head on a rock. Either wa",""
"chapter_4","Narrator",1100,"They talk for an hour. About Cornwall, about Ella's job, abo",""
"chapter_4","Ella",1102,"I miss you, you weirdo.",""
"chapter_4","Amelia",1104,"I miss you too.",""
"chapter_4","Narrator",1111,"She knocks on Lucas's door. It opens. He's at his desk, head",""
"chapter_4","Lucas",1113,"Hey.",""
"chapter_4","Amelia",1115,"Can I talk to you about something?",""
"chapter_4","Narrator",1117,"He closes the book. Gives her his full attention. He's good ",""
"chapter_4","Amelia",1120,"Maya took me to Tintagel. We talked about archetypes — the H",""
"chapter_4","Lucas",1122,"How was the silence?",""
"chapter_4","Amelia",1124,"Unbearable. And then not.",""
"chapter_4","Lucas",1126,"That's the whole of Jung's project in one sentence.",""
"chapter_4","Amelia",1129,"I met someone. A woman called Elena. She told me a Cornish f",""
"chapter_4","Lucas",1131,"...Go on.",""
"chapter_4","Amelia",1133,"She knew about a book I bought in London. She knew about me ",""
"chapter_4","Narrator",1135,"Lucas is very still.",""
"chapter_4","Lucas",1137,"That's exactly what Jung says.",""
"chapter_4","Amelia",1140,"My mentor took me to Cornwall. And something happened. I can",""
"chapter_4","Lucas",1142,"Land does that. Places carry memory. That's not mysticism — ",""
"chapter_4","Amelia",1144,"Lucas.",""
"chapter_4","Lucas",1146,"Sorry. Continue.",""
"chapter_4","Narrator",1148,"They talk until midnight. Tea turns cold. The conversation i",""
"chapter_4","Centered",1158,"End of Chapter Four",""
"chapter_5","Centered",27,"Chapter Five\n\nCrossing the Threshold",""
"chapter_5","Narrator",40,"November. The clocks have gone back. The mornings are dark a",""
"chapter_5","Narrator",42,"But something has changed.",""
"chapter_5","Narrator",44,"Amelia has a routine now. She didn't plan it — it assembled ",""
"chapter_5","Narrator",47,"Tuesday: study group in the library. Lucas always early. Sop",""
"chapter_5","Narrator",48,"Wednesday: Simmons' seminar, which is less a seminar and mor",""
"chapter_5","Narrator",49,"Thursday: free. She spends it in the library or walking the ",""
"chapter_5","Narrator",50,"Friday: statistics lab. The one module that makes her want t",""
"chapter_5","Narrator",52,"She reads. She takes notes. She writes essays that are getti",""
"chapter_5","Narrator",55,"Hawthorne's feedback is still brutal, but she's beginning to",""
"chapter_5","Narrator",58,"Simmons checks in weekly. Not about essays — about Amelia. '",""
"chapter_5","Narrator",64,"Elena texts occasionally. Brief, strange, precise. 'Look at ",""
"chapter_5","Narrator",66,"I am becoming a student. Not the pretending kind — the real ",""
"chapter_5","Narrator",80,"One morning, the campus is covered in flyers. Printed in bla",""
"chapter_5","Narrator",82,"THEY CUT OUR COUNSELLING.",""
"chapter_5","Narrator",83,"4 COUNSELLORS FOR 27,000 STUDENTS.",""
"chapter_5","Narrator",84,"THE WAIT LIST IS 14 WEEKS.",""
"chapter_5","Narrator",85,"WHAT ARE THEY WAITING FOR?",""
"chapter_5","Narrator",87,"A student union meeting. Standing room only. And at the fron",""
"chapter_5","Narrator",89,"Michael Osei.",""
"chapter_5","Narrator",91,"He's not tall. He's not physically imposing. But when he spe",""
"chapter_5","Michael",93,"Fourteen weeks. That's what they told my friend when she ask",""
"chapter_5","Narrator",95,"His voice doesn't shake. It cuts.",""
"chapter_5","Michael",97,"This university spent two point four million pounds on a new",""
"chapter_5","Narrator",99,"Murmurs. Agreement.",""
"chapter_5","Michael",101,"So we're going to stand outside the vice-chancellor's office",""
"chapter_5","Narrator",103,"Silence. Then applause.",""
"chapter_5","Narrator",107,"Zara is beside Amelia.",""
"chapter_5","Zara",109,"He's good. He's really good.",""
"chapter_5","Amelia",111,"Yeah.",""
"chapter_5","Zara",113,"The question is — are we going?",""
"chapter_5","Narrator",120,"Tomorrow. Noon. The vice-chancellor's office.",""
"chapter_5","Narrator",127,"She's there.",""
"chapter_5","Narrator",129,"Noon. A crowd of maybe sixty students outside the admin buil",""
"chapter_5","Narrator",131,"Amelia holds a sign that says THE WAIT IS THE CRISIS. She di",""
"chapter_5","Narrator",133,"A security guard watches from the doors. A photographer from",""
"chapter_5","Michael",135,"Thank you for being here.",""
"chapter_5","Narrator",137,"He says it to everyone. But he's looking at Amelia when he s",""
"chapter_5","Narrator",139,"An administrator appears after forty minutes. Promises a 're",""
"chapter_5","Michael",141,"That's step one. Step one is always just showing up.",""
"chapter_5","Narrator",147,"She goes. But she stands at the edge.",""
"chapter_5","Narrator",149,"She watches Michael speak. Watches the crowd respond. Watche",""
"chapter_5","Narrator",151,"She takes notes on her phone. Not because anyone asked her t",""
"chapter_5","Narrator",153,"That evening, she writes something. Not an essay. Not a blog",""
"chapter_5","Narrator",155,"Sometimes the best thing you can do is witness. Sometimes th",""
"chapter_5","Narrator",161,"She doesn't go.",""
"chapter_5","Narrator",163,"She tells herself it's because she has a deadline. She tells",""
"chapter_5","Narrator",165,"She studies in the library instead. Productive. Focused. Fin",""
"chapter_5","Narrator",167,"At dinner, Michael's name comes up.",""
"chapter_5","Liz",169,"You missed it. It was brilliant.",""
"chapter_5","Amelia",171,"I had an essay—",""
"chapter_5","Liz",173,"Amelia, everyone has an essay. That's not a reason.",""
"chapter_5","Narrator",175,"The comment stings. Not because Liz is wrong.",""
"chapter_5","Narrator",185,"The email arrives at 8:04am. Group assignments for the devel",""
"chapter_5","Narrator",187,"Group 7: James, A. | Kowalski, S. | Others.",""
"chapter_5","Narrator",189,"Of course.",""
"chapter_5","Narrator",191,"They meet in the library. Sophia arrives precisely on time —",""
"chapter_5","Sophia",193,"Right. I've done a preliminary review of the literature. Her",""
"chapter_5","Narrator",195,"She slides a printed sheet across the table. Twenty-three so",""
"chapter_5","Sophia",197,"I've also outlined a possible structure for the report. Obvi",""
"chapter_5","Narrator",199,"It is not, from the tone of her voice, obviously open to cha",""
"chapter_5","Narrator",201,"The other group members exchange the look of people who reco",""
"chapter_5","Narrator",208,"Sophia has laid out the battlefield. What does Amelia do?",""
"chapter_5","Amelia",215,"Good list. But you've missed Bowlby's 1956 revision — the on",""
"chapter_5","Sophia",219,"...Where did you read that?",""
"chapter_5","Amelia",221,"Hawthorne's recommended reading. The extended list.",""
"chapter_5","Sophia",225,"Fine. Add it. And read Rutter's counter-study while you're a",""
"chapter_5","Narrator",227,"They work for three hours. It's exhausting and exhilarating.",""
"chapter_5","Narrator",229,"I don't like her. But I respect her. And I think she might —",""
"chapter_5","Amelia",236,"This is great, Sophia. Really thorough. Can we divide it up ",""
"chapter_5","Narrator",238,"Sophia looks at her. Evaluating.",""
"chapter_5","Sophia",240,"What are your strengths?",""
"chapter_5","Amelia",242,"I'm good at synthesis — pulling different arguments together",""
"chapter_5","Narrator",244,"A beat.",""
"chapter_5","Sophia",246,"...That's actually sensible.",""
"chapter_5","Narrator",250,"At the end of the session:",""
"chapter_5","Sophia",252,"You're better at this than I expected.",""
"chapter_5","Amelia",254,"Thank you. I think.",""
"chapter_5","Sophia",256,"It was a compliment. Mostly.",""
"chapter_5","Amelia",262,"Looks great. Just tell me what you need me to do.",""
"chapter_5","Narrator",264,"Sophia's expression flattens.",""
"chapter_5","Sophia",266,"I need you to do your share. Not your minimum. Your share.",""
"chapter_5","Narrator",268,"Amelia takes her section. Does it competently. On time.",""
"chapter_5","Narrator",272,"I didn't lose anything. So why does it feel like I did?",""
"chapter_5","Narrator",284,"Wednesday evening. The kitchen.",""
"chapter_5","Narrator",286,"Raj is cooking. Daal. The flat smells extraordinary — cumin,",""
"chapter_5","Narrator",288,"His phone rings. He glances at it. His face changes.",""
"chapter_5","Raj",290,"Sorry — one sec.",""
"chapter_5","Narrator",292,"He steps into the corridor. Through the door, Amelia can hea",""
"chapter_5","Narrator",294,"The tone is careful. Controlled. The voice of someone who is",""
"chapter_5","Narrator",296,"Minutes pass. The daal needs stirring. Lucas does it.",""
"chapter_5","Narrator",298,"Raj comes back. Sits down. Smiles.",""
"chapter_5","Raj",300,"Family, innit.",""
"chapter_5","Narrator",302,"The smile doesn't reach his eyes.",""
"chapter_5","Narrator",309,"The smile is a door. Amelia can knock or walk past.",""
"chapter_5","Narrator",316,"The kitchen goes quiet. Lucas looks at his daal. Liz suddenl",""
"chapter_5","Narrator",318,"Raj's smile doesn't move. But his eyes do something — a flic",""
"chapter_5","Raj",320,"My mum thinks I should switch to medicine.",""
"chapter_5","Amelia",322,"...Oh.",""
"chapter_5","Raj",324,"Yeah. She's — she's not wrong, exactly. Medicine is stable. ",""
"chapter_5","Narrator",326,"He stirs the daal. Not because it needs stirring.",""
"chapter_5","Raj",328,"And I'm here doing psychology. Which she calls 'the talking ",""
"chapter_5","Amelia",330,"But you love this.",""
"chapter_5","Raj",332,"Yeah.",""
"chapter_5","Amelia",334,"So what do you do?",""
"chapter_5","Raj",336,"I don't know. I love her and I love this and those two thing",""
"chapter_5","Narrator",338,"He smiles. A real one, this time — tired, but real.",""
"chapter_5","Raj",340,"Thanks for asking, though. Most people don't.",""
"chapter_5","Amelia",347,"This daal is incredible, Raj. Seriously.",""
"chapter_5","Narrator",349,"He looks at her. Grateful.",""
"chapter_5","Raj",351,"Secret's in the tempering. You've got to let the cumin seeds",""
"chapter_5","Narrator",353,"The conversation moves on. The tension drains, slowly, like ",""
"chapter_5","Narrator",355,"He doesn't bring it up again. But later, as she's leaving th",""
"chapter_5","Raj",357,"Thanks.",""
"chapter_5","Amelia",359,"For what?",""
"chapter_5","Raj",361,"For not making me talk about it.",""
"chapter_5","Narrator",366,"The daal is good. The conversation moves on. Lucas tells a s",""
"chapter_5","Narrator",368,"Everyone laughs.",""
"chapter_5","Narrator",370,"Raj laughs too. But his phone stays face-down on the table f",""
"chapter_5","Narrator",380,"It comes from nowhere.",""
"chapter_5","Amelia",394,"Liz? What's—",""
"chapter_5","Liz",396,"My nan's in hospital. She had a fall. I need to go home.",""
"chapter_5","Narrator",398,"Her voice is flat. The way voices get when the feelings are ",""
"chapter_5","Liz",400,"I can't miss the seminar though. It's assessed. If I miss it",""
"chapter_5","Amelia",402,"Liz.",""
"chapter_5","Liz",404,"I know. I know. But—",""
"chapter_5","Narrator",413,"Zara is in the kitchen, staring at her phone.",""
"chapter_5","Narrator",415,"She doesn't look up when Amelia comes in. That's unusual — Z",""
"chapter_5","Amelia",417,"Hey. You okay?",""
"chapter_5","Zara",419,"Tasha's posted something.",""
"chapter_5","Zara",423,"Forty-seven likes.",""
"chapter_5","Narrator",425,"Her voice is steady. Too steady.",""
"chapter_5","Zara",427,"Forty-seven people thought that was funny.",""
"chapter_5","Narrator",434,"Lucas isn't at the study group. He's never not at the study ",""
"chapter_5","Narrator",436,"Amelia knocks on his door. No answer. She texts.",""
"chapter_5","Narrator",438,"An hour later:",""
