file;show;character;environment;artstyle;description;prompt;;;;;
chapter_12.rpy;show amelia_talking_to_coordinator;Amelia and volunteer coordinator (18; fair skin; Amelia with long brown hair; talking);Mental Health Organization (volunteering);Semi-realistic;An 18-year-old girl named Amelia talking to the volunteer coordinator at a mental health organization. Amelia has fair skin and long brown hair. The organization is modern and supportive. Semi-realistic art style.;An [character age]-year-old [character description] talking to the volunteer coordinator at a mental health organization. The organization is [environment details]. [Artstyle] art style.;;
chapter_12.rpy;show amelia_smiling;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - smiling);Mental Health Organization (volunteering);Semi-realistic;An 18-year-old girl named Amelia smiling at a mental health organization. Amelia has fair skin, long brown hair, and blue eyes. The organization is modern and supportive. Semi-realistic art style.;A [character age]-year-old [character description] smiling at a mental health organization. The organization is [environment details]. [Artstyle] art style.;;;;;
chapter_12.rpy;show amelia_reflecting_at_home;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - reflecting at home);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia reflecting at home. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] reflecting at home. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_on_phone_with_sarah;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - on phone with Sarah);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia on the phone with her friend Sarah. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] on the phone with her friend Sarah. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_smiling;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - smiling);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia smiling while on the phone. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] smiling while on the phone. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_determined;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - looking determined);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia looking determined. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] looking determined. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_grieving_sarah;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - grieving for Sarah);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia grieving for her friend Sarah. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] grieving for her friend Sarah. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_in_living_room_with_family;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - with family);Living Room (cozy; nighttime);Semi-realistic;An 18-year-old girl named Amelia with her family in the cozy living room at night. Amelia has fair skin, long brown hair, and blue eyes. Semi-realistic art style.;A [character age]-year-old [character description] with family in the cozy living room at night. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_smiling_warmly;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - smiling warmly);Living Room (cozy; nighttime);Semi-realistic;An 18-year-old girl named Amelia smiling warmly. Amelia has fair skin, long brown hair, and blue eyes. The living room is cozy at night. Semi-realistic art style.;A [character age]-year-old [character description] smiling warmly. The living room is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_thankful;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - feeling thankful);Living Room (cozy; nighttime);Semi-realistic;An 18-year-old girl named Amelia feeling thankful. Amelia has fair skin, long brown hair, and blue eyes. The living room is cozy at night. Semi-realistic art style.;A [character age]-year-old [character description] feeling thankful. The living room is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show lily_looking_up_to_amelia;Lily (younger sister; fair skin; short brown hair; looking up to Amelia);Living Room (cozy; nighttime);Semi-realistic;A younger girl named Lily looking up to her older sister Amelia. Lily has fair skin and short brown hair. The living room is cozy at night. Semi-realistic art style.;A [character age]-year-old [character description] looking up to her older sister Amelia. The living room is [environment details]. [Artstyle] art style.;
chapter_12.rpy;show amelia_smiling_at_lily;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - smiling at Lily);Living Room (cozy; nighttime);Semi-realistic;An 18-year-old girl named Amelia smiling at her younger sister Lily. Amelia has fair skin, long brown hair, and blue eyes. The living room is cozy at night. Semi-realistic art style.;A [character age]-year-old [character description] smiling at her younger sister Lily. The living room is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_writing_in_journal;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - writing in journal);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia writing in her journal in her room. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] writing in her journal in her room. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_determined;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - looking determined);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia looking determined. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] looking determined. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_lying_in_bed;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - lying in bed);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia lying in bed. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] lying in bed. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_sitting_in_garden;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - sitting in garden);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia sitting in a garden, seeking solace and lost in thought. Amelia has fair skin, long brown hair, and blue eyes. Semi-realistic art style.;A [character age]-year-old [character description] sitting in a garden, seeking solace and lost in thought. The garden is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_receiving_text;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - receiving a text);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia receiving a text while sitting in a garden. Amelia has fair skin, long brown hair, and blue eyes. The garden is seeking solace and lost in thought. Semi-realistic art style.;A [character age]-year-old [character description] receiving a text while sitting in a garden. The garden is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_texting_back;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - texting back);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia texting back while sitting in a garden. Amelia has fair skin, long brown hair, and blue eyes. The garden is seeking solace and lost in thought. Semi-realistic art style.;A [character age]-year-old [character description] texting back while sitting in a garden. The garden is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_waiting_for_response;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - waiting for a response);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia waiting for a response while sitting in a garden. Amelia has fair skin, long brown hair, and blue eyes. The garden is seeking solace and lost in thought. Semi-realistic art style.;A [character age]-year-old [character description] waiting for a response while sitting in a garden. The garden is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_crying_in_garden;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - crying in garden);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia crying in a garden. Amelia has fair skin, long brown hair, and blue eyes. The garden is seeking solace and lost in thought. Semi-realistic art style.;A [character age]-year-old [character description] crying in a garden. The garden is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show zara;Zara (18; medium brown skin; curly hair; comforting Amelia);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Zara comforting her friend Amelia in a garden. Zara has medium brown skin and curly hair. The garden is seeking solace and lost in thought. Semi-realistic art style.;An [character age]-year-old [character description] comforting her friend Amelia in a garden. The garden is [environment details]. [Artstyle] art style.;
chapter_12.rpy;show amelia_hugging_zara;Amelia and Zara (18; fair skin; Amelia with long brown hair; hugging);Garden (seeking solace; lost in thought);Semi-realistic;An 18-year-old girl named Amelia hugging her friend Zara in a garden. Amelia has fair skin and long brown hair. The garden is seeking solace and lost in thought. Semi-realistic art style.;An [character age]-year-old [character description] hugging her friend Zara in a garden. The garden is [environment details]. [Artstyle] art style.;
chapter_12.rpy;show amelia_talking_to_professor_hawthorne;Amelia and Professor Hawthorne (18; fair skin; Amelia with long brown hair; talking);Office (supportive atmosphere);Semi-realistic;An 18-year-old girl named Amelia talking to her mentor Professor Hawthorne in an office. Amelia has fair skin and long brown hair. The office has a supportive atmosphere. Semi-realistic art style.;An [character age]-year-old [character description] talking to her mentor Professor Hawthorne in an office. The office is [environment details]. [Artstyle] art style.;;
chapter_12.rpy;show amelia_nodding_sadly;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - nodding sadly);Office (supportive atmosphere);Semi-realistic;An 18-year-old girl named Amelia nodding sadly in an office. Amelia has fair skin, long brown hair, and blue eyes. The office has a supportive atmosphere. Semi-realistic art style.;A [character age]-year-old [character description] nodding sadly in an office. The office is [environment details]. [Artstyle] art style.;;;;;
chapter_12.rpy;show amelia_at_memorial;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - at memorial for Sarah);Memorial (somber; reflective);Semi-realistic;An 18-year-old girl named Amelia at a memorial for her friend Sarah. Amelia has fair skin, long brown hair, and blue eyes. The memorial is somber and reflective. Semi-realistic art style.;A [character age]-year-old [character description] at a memorial for her friend Sarah. The memorial is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_journaling;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - journaling);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia journaling in her room. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] journaling in her room. The bedroom is [environment details]. [Artstyle] art style.;;;;
chapter_12.rpy;show amelia_lying_in_bed;Amelia (18 years old girl with fair skin and long brown hair and blue eyes - lying in bed);Bedroom (familiar; comfortable);Semi-realistic;An 18-year-old girl named Amelia lying in bed. Amelia has fair skin, long brown hair, and blue eyes. The bedroom is familiar and comfortable. Semi-realistic art style.;A [character age]-year-old [character description] lying in bed. The bedroom is [environment details]. [Artstyle] art style.;;;;
